experiment,commit,seed,hardware,rust_version,mode,rule,train_pairs,test_pairs,cdt_enabled,rqm_enabled,field_only,cosine_dynamic,cosine_static,cosine_linear,cosine_nn,cosine_table,coord_err_dynamic,rule_generalization,novel_state_generation,experience_gain,leakage_score,cdt_query_count,rqm_query_count,energy,stability,steps_trained,encoder_hash,dynamics_hash,verdict,periphery,notes
E29_causal_intervention,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: checkpoint intervene/rollback not wired
E30_persistence_restart,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: process restart persistence not wired
FASE_A_field_only_scaffold,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),FIELD_ONLY defaults: RQM=OFF CDT=OFF; leakage=0; path=input→encoder→D_phi→output
E18A_direct_no_cdt,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,0.968098,0.653160,0.847908,0.988153,0.000000,0.833161,0.968098,1.000000,0.000000,0,0,0,0.031902,0.999983,3200,d62aff9fbf1ab3b4,d0d3d4bf726643bb,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),A5 never in train; FIELD_ONLY; static=0.653 linear=0.848 nn=0.988 table=0.000 coord_err=0.833 audit_path=input→encoder→D_phi→output elapsed_ms=39.3
E18B_episodic_cdt_consolidation,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.930946,0.167157,0.922669,0.925619,0.000000,0.407058,0.930946,1.000000,0.000000,0,0,0,0.069054,0.999976,640,38f39e9e276d84aa,5f4e5ed774d5cdd6,STRONG_POSITIVE,numeric_field_only (GGUF on disk unused for rule core),consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=0.407 elapsed_ms=26.9
E18C_cdt_vs_no_cdt,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.959717,0.905982,0.982448,0.931196,0.000000,0.000000,0.959717,0.000000,-0.022731,0,0,0,0.000000,0.000000,0,,,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),C0=0.906 C1=0.982 C2=0.960 C3=0.931 gain(C2-max(C0;C1))=-0.023 elapsed_ms=24.4
E19_no_lookup_audit,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,0.968098,0.653160,0.847908,0.988153,0.000000,0.833161,0.968098,1.000000,0.000000,0,0,0,0.031902,0.999983,3200,d62aff9fbf1ab3b4,d0d3d4bf726643bb,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),E19 audit-only: leakage=0 cdt_q=0 rqm_q=0 table_q=0 nn_q=0 attractor_q=0; wrapped_E18A_verdict=POSITIVE; A5 never in train; FIELD_ONLY; static=0.653 linear=0.848 nn=0.988 table=0.000 coord_err=0.833 audit_path=input→encoder→D_phi→output elapsed_ms=41.0
E20_trajectory_vs_rule,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=1.5;dy=0.5),10,1,false,false,true,0.417619,0.994932,0.000000,0.000000,0.000000,0.000000,0.417619,0.000000,-0.577313,0,0,0,0.000000,0.000000,1600,5761471e7c0f6cd3,e61a07adbd637961,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),cos_rule=0.418 cos_traj=0.995 delta=-0.577 elapsed_ms=32.2
E21_abstract_rule_param,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1); extrap dx=3,12,6,false,false,true,0.097850,0.218478,0.137130,0.000000,0.000000,0.000000,0.097850,0.137130,0.000000,0,0,0,0.000000,0.000000,1920,be42ce980dbb64bb,7524b7244ab6802b,NULL,numeric_field_only (GGUF on disk unused for rule core),same_param_cos=0.098 extrap_raw=0.218 extrap_ctx=0.137 elapsed_ms=47.8
E22_unobserved_composition,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,T2(T1(x)) never trained,14,4,false,false,true,0.604396,0.640154,0.000000,0.759819,0.000000,0.000000,0.604396,0.000000,0.000000,0,0,0,0.000000,0.000000,1400,134bba7e576b75c4,a1b42103d1ec576e,NULL,numeric_field_only (GGUF on disk unused for rule core),compose2=0.604 one_step=0.640 nn=0.760 elapsed_ms=26.9
E23_long_horizon,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=0.5;dy=0.25),16,1,false,false,true,0.974792,0.368381,0.427180,0.000000,0.000000,0.000000,0.368381,0.000000,0.000000,0,0,0,0.000000,0.357863,1920,9d1e10ad45131e06,112b7db6cd7685ef,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),horizons_cos=["0.975"; "0.801"; "0.099"; "0.368"; "0.580"; "0.427"] pert_h8=["0.371"; "0.368"; "0.351"; "0.342"] elapsed_ms=31.9
E24_static_vs_dynamic,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R2_rotation(theta=0.5236),10,4,false,false,true,-0.150744,0.774303,0.761673,0.000000,0.000000,0.000000,-0.150744,0.000000,-0.925047,0,0,0,0.000000,0.000000,800,279f0d9dec3e3cdb,2cec1a7ef80df90b,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),dynamic=-0.151 static=0.774 random_dyn=0.762 delta=-0.925 elapsed_ms=32.0
E25_cdt_experience_not_answer,c0bba6f,923170,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.733058,0.321321,0.627614,0.788744,0.000000,0.772275,0.733058,0.733058,0.000000,0,0,0,0.266942,0.999778,640,904f159a4b854bf0,585fbeb8f79e2a8a,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),scaffold via E18B path (novel target not in CDT); full multi-family deferred. consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=0.772 elapsed_ms=23.0
E26_experience_ablation,c0bba6f,923169,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.591065,0.765175,0.581991,0.614560,0.000000,0.000000,0.591065,0.000000,-0.174110,0,0,0,0.000000,0.000000,0,,,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),ablation mapped to E18C C0..C3; C0=0.765 C1=0.582 C2=0.591 C3=0.615 gain(C2-max(C0;C1))=-0.174 elapsed_ms=23.3
E27_rule_transfer,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: cross-family transfer not fully instrumented in this pass
E28_continual_forgetting,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: continual R1/R2/R3 protocol not fully run
E29_causal_intervention,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: checkpoint intervene/rollback not wired
E30_persistence_restart,c0bba6f,923655,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: process restart persistence not wired
