experiment,commit,seed,hardware,rust_version,n_concepts,train_examples,unseen_examples,ood_examples,encoder_type,encoder_frozen,field_trainable,dynamics_trainable,cdt_enabled,rqm_enabled,decoder_type,mode,accuracy_seen,accuracy_unseen,accuracy_ood,energy_initial,energy_final,energy_delta,top1,top2,margin,abstentions,field_steps,rollout_steps,convergence_steps,mean_us,p50_us,p95_us,p99_us,target_in_training,target_in_rqm,target_in_cdt,target_in_attractor_bank,forgetting_A,forgetting_B,forgetting_C,checkpoint_hash,field_hash,llm_hash,intra_cosine,inter_cosine,knn_acc,silhouette,stability,verdict,periphery,notes
E15_semantic_without_labels,c59b9fe,921860,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),6,6,2,0,factored_compose+manifold_Dphi/TrainableFieldEncoder,true,true,true,false,false,nearest_fp,DYNAMIC_FIELD,1.000000,0.800000,1.000000,2.059685,3.060504,1.000819,0.800000,0.000000,0.140814,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,3d2f92a002651591,09c0c7aad92851ef,gemma2-frozen-gguf,0.000000,0.000000,1.000000,0.000000,0.134068,PASS: unseen incompatible combos less stable / farther from manifold,gemma-gguf,E_ok=2.0597 E_bad=3.0605 d_man_ok=0.1338 d_man_bad=0.2746 stab_ok=0.8405 stab_bad=0.7064 structure=3/3 rank_acc=0.800 margin_E=1.0008 arch=factor_compose+Dphi_manifold
E16_field_dynamics,c59b9fe,921860,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,3,1,0,TrainableFieldEncoder,true,true,true,true,true,nearest_fp,DYNAMIC_FIELD,1.000000,1.000000,1.000000,68.610734,73.673474,0.000000,1.000000,1.000000,0.814300,0,400,3,0,0.000000,0.000000,0.000000,0.000000,false,true,true,false,0.000000,0.000000,0.000000,3899c4ccc5b24dea,5d2c6a5b166558ac,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: Dphi predicts transitions; rollout partial; RQM control separate,gemma-gguf,table_ok=true nn_next=B rqm_direct=1 rqm_compose=3 cdt_pred=1 cos_B=1.000 rollB=1.000 rollC=1.000 rollD=1.000 static_cosAB=0.203 causal_pre=0.186 audit_clean_for_AtoD_train=true
E17_never_observed_states,c59b9fe,921860,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),3,2,1,0,TrainableFieldEncoder,true,true,true,false,true,nearest_fp,DYNAMIC_FIELD,0.996463,1.000000,1.000000,0.000000,47.489274,0.000000,0.998836,0.980102,0.018734,0,0,2,0,0.000000,0.000000,0.000000,0.000000,false,true,false,false,0.000000,0.000000,0.000000,ec7d2c0690f7ccd4,755a3af017607b42,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: Dphi two-step + ToR approach never-stored A->C (RQM compose flagged separately),gemma-gguf,dist_C=0.0012 dist_B=0.0199 comp_dist=-0.0000 rqm_direct_edge=false rqm_compose_pred=2 audit_train=false audit_rqm_compose=true audit_bank=false valid_unseen=true
E11_trainable_field_encoder,c59b9fe,921861,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),13,900,6,0,TrainableFieldEncoder,true,true,false,false,false,nearest_fp,STATIC_FIELD,1.000000,1.000000,0.750000,57.304152,57.304152,0.000000,1.000000,0.076923,0.866135,0,900,0,900,90.747833,87.817000,118.967000,118.967000,false,false,false,false,0.000000,0.000000,0.000000,c4b96d0f5372baa2,55d9245b3ad5a79b,gemma2-frozen-gguf,0.931263,0.065128,1.000000,0.926474,0.990391,PASS: trained encoder geometry > random projector,gemma-gguf,raw_margin=0.000 rand_margin=0.019 pre_margin=-0.001 post_margin=0.866 raw_knn=0.154 rand_knn=0.077 knn=1.000 para=1.000 sil=0.926 stab=0.990 causal_delta=1.038 loss_end=4.1095 elapsed_ms=274 raw_intra=1.000 raw_inter=1.000
E12_crosslingual_concept,c59b9fe,921861,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,6,3,5,gemma_hidden_blockmean/TrainableFieldEncoder+contrastive,true,true,false,false,false,nearest_fp,STATIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,,,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,SKIPPED_NO_GGUF,none (SKIPPED_NO_GGUF),try_open falló: no se encontró Gemma 2; usa --model RUTA_GGUF o GEMMA2_GGUF
E13_relational_field,c59b9fe,921861,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),8,5,3,1,gemma_hidden/TrainableFieldEncoder+hier_proto+Dphi+R,true,true,true,false,true,nearest_fp,DYNAMIC_FIELD,0.800000,1.000000,0.666667,0.000000,53.085864,0.000000,0.800000,0.000000,-0.454154,0,16,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,192d72e486483e62,7ddf9b1c5aba779a,gemma2-frozen-gguf,0.000000,0.000000,1.000000,0.000000,0.000000,PASS: unseen>=0.66 y dynamic>=static>=table (RQM solo control),gemma-gguf,A_table seen=1.00 un=0.00; B_RQM seen=0.60 un=0.00; C_static seen=0.40 un=0.67; D_dynamic seen=0.80 un=1.00; comp_like=1.00; periphery=gguf-hidden; anti_leak_aguila_servivo=1; holdout=[lobo->animal:1;lobo->mamífero:1;águila->ser-vivo:1]; alpha=0.78; animal_ball=1; tax_ancestors=1
E14_incremental_forgetting,c59b9fe,921861,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,4,0,0,TrainableFieldEncoder,true,true,false,false,false,nearest_fp,STATIC_FIELD,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,-0.003332,-0.002332,-0.000058,2f08e00da5d85cbc,051730c88ae44ca7,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: incremental recall retained; adversarial retain>=0.5,gemma-gguf,dR_A=-0.003 dR_B=-0.002 dR_C=-0.000 final_acc=1.000 adv_retain_ABC=1.000 curve_A=Some([0.9993761919807417; 0.9989519890055237; 0.9990548057698527; 0.996044339744865]) curve_B=Some([1.0; 0.9995918243062571; 0.9976681087197727]) local_bias=1
E15_semantic_without_labels,c59b9fe,921861,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),6,6,2,0,factored_compose+manifold_Dphi/TrainableFieldEncoder,true,true,true,false,false,nearest_fp,DYNAMIC_FIELD,1.000000,1.000000,1.000000,1.971458,3.729391,1.757933,1.000000,0.000000,0.372798,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,7b670d2d29bff28e,d1898f8341d1e462,gemma2-frozen-gguf,0.000000,0.000000,1.000000,0.000000,0.084683,PASS: unseen incompatible combos less stable / farther from manifold,gemma-gguf,E_ok=1.9715 E_bad=3.7294 d_man_ok=0.1227 d_man_bad=0.4955 stab_ok=0.8459 stab_bad=0.7612 structure=3/3 rank_acc=1.000 margin_E=1.7579 arch=factor_compose+Dphi_manifold
E16_field_dynamics,c59b9fe,921861,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,3,1,0,TrainableFieldEncoder,true,true,true,true,true,nearest_fp,DYNAMIC_FIELD,0.411217,1.000000,1.000000,67.060882,72.553077,0.000000,0.411217,0.995380,-0.579756,0,400,3,0,0.000000,0.000000,0.000000,0.000000,false,true,true,false,0.000000,0.000000,0.000000,2bfaa6da52d6d4ad,908b476a2d5db802,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,WEAK: mild dynamics; may not beat static/NN,gemma-gguf,table_ok=true nn_next=B rqm_direct=1 rqm_compose=3 cdt_pred=1 cos_B=0.411 rollB=0.411 rollC=0.599 rollD=0.995 static_cosAB=0.995 causal_pre=0.991 audit_clean_for_AtoD_train=true
E17_never_observed_states,c59b9fe,921861,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),3,2,1,0,TrainableFieldEncoder,true,true,true,false,true,nearest_fp,DYNAMIC_FIELD,0.996439,1.000000,1.000000,0.000000,46.937107,0.000000,0.999002,0.987368,0.011634,0,0,2,0,0.000000,0.000000,0.000000,0.000000,false,true,false,false,0.000000,0.000000,0.000000,e766ae83bc77e9db,79a8f753423dd197,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: Dphi two-step + ToR approach never-stored A->C (RQM compose flagged separately),gemma-gguf,dist_C=0.0010 dist_B=0.0126 comp_dist=0.0000 rqm_direct_edge=false rqm_compose_pred=2 audit_train=false audit_rqm_compose=true audit_bank=false valid_unseen=true
E11_trainable_field_encoder,c59b9fe,921862,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),13,900,6,0,TrainableFieldEncoder,true,true,false,false,false,nearest_fp,STATIC_FIELD,1.000000,0.833333,0.750000,55.872238,55.872238,0.000000,1.000000,0.461538,0.936011,0,900,0,900,102.857000,98.979000,136.612000,136.612000,false,false,false,false,0.000000,0.000000,0.000000,81ecd1f808ba51be,d844693d3d71e0a6,gemma2-frozen-gguf,0.941952,0.005941,1.000000,0.941605,0.990552,PASS: trained encoder geometry > random projector,gemma-gguf,raw_margin=-0.000 rand_margin=0.018 pre_margin=0.015 post_margin=0.936 raw_knn=0.308 rand_knn=0.462 knn=1.000 para=0.833 sil=0.942 stab=0.991 causal_delta=0.807 loss_end=0.8200 elapsed_ms=278 raw_intra=1.000 raw_inter=1.000
E12_crosslingual_concept,c59b9fe,921862,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,6,3,5,gemma_hidden_blockmean/TrainableFieldEncoder+contrastive,true,true,false,false,false,nearest_fp,STATIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,,,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,SKIPPED_NO_GGUF,none (SKIPPED_NO_GGUF),try_open falló: no se encontró Gemma 2; usa --model RUTA_GGUF o GEMMA2_GGUF
E13_relational_field,c59b9fe,921862,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),8,5,3,1,gemma_hidden/TrainableFieldEncoder+hier_proto+Dphi+R,true,true,true,false,true,nearest_fp,DYNAMIC_FIELD,0.800000,1.000000,0.666667,0.000000,52.714298,0.000000,0.800000,0.000000,-0.477656,0,16,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,a018557453274898,c1ddb5df9e59fa72,gemma2-frozen-gguf,0.000000,0.000000,1.000000,0.000000,0.000000,PASS: unseen>=0.66 y dynamic>=static>=table (RQM solo control),gemma-gguf,A_table seen=1.00 un=0.00; B_RQM seen=0.60 un=0.00; C_static seen=0.40 un=0.67; D_dynamic seen=0.80 un=1.00; comp_like=1.00; periphery=gguf-hidden; anti_leak_aguila_servivo=1; holdout=[lobo->animal:1;lobo->mamífero:1;águila->ser-vivo:1]; alpha=0.78; animal_ball=1; tax_ancestors=1
E14_incremental_forgetting,c59b9fe,921862,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,4,0,0,TrainableFieldEncoder,true,true,false,false,false,nearest_fp,STATIC_FIELD,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.013037,-0.000000,-0.002084,b27e472093a341d3,b6c2f83b9251a919,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: incremental recall retained; adversarial retain>=0.5,gemma-gguf,dR_A=0.013 dR_B=-0.000 dR_C=-0.002 final_acc=1.000 adv_retain_ABC=1.000 curve_A=Some([0.9812682310211687; 0.9992990463121467; 0.9991375716770057; 0.9943050251759076]) curve_B=Some([1.0; 0.9997777661299403; 0.9999995908169221]) local_bias=1
E15_semantic_without_labels,c59b9fe,921862,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),6,6,2,0,factored_compose+manifold_Dphi/TrainableFieldEncoder,true,true,true,false,false,nearest_fp,DYNAMIC_FIELD,1.000000,0.900000,1.000000,1.867167,2.969051,1.101884,0.900000,0.000000,0.212966,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,92ee0547513a6164,21c4e089d4285382,gemma2-frozen-gguf,0.000000,0.000000,1.000000,0.000000,0.071234,PASS: unseen incompatible combos less stable / farther from manifold,gemma-gguf,E_ok=1.8672 E_bad=2.9691 d_man_ok=0.0996 d_man_bad=0.3126 stab_ok=0.8919 stab_bad=0.8207 structure=3/3 rank_acc=0.900 margin_E=1.1019 arch=factor_compose+Dphi_manifold
E16_field_dynamics,c59b9fe,921862,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,3,1,0,TrainableFieldEncoder,true,true,true,true,true,nearest_fp,DYNAMIC_FIELD,1.000000,1.000000,1.000000,69.160865,75.311821,0.000000,1.000000,1.000000,0.616220,0,400,3,0,0.000000,0.000000,0.000000,0.000000,false,true,true,false,0.000000,0.000000,0.000000,0269b14f04cbd149,1385046318c57c18,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: Dphi predicts transitions; rollout partial; RQM control separate,gemma-gguf,table_ok=true nn_next=B rqm_direct=1 rqm_compose=3 cdt_pred=1 cos_B=1.000 rollB=1.000 rollC=1.000 rollD=1.000 static_cosAB=0.354 causal_pre=0.384 audit_clean_for_AtoD_train=true
E17_never_observed_states,c59b9fe,921862,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),3,2,1,0,TrainableFieldEncoder,true,true,true,false,true,nearest_fp,DYNAMIC_FIELD,0.995226,1.000000,1.000000,0.000000,45.786335,0.000000,0.998322,0.988767,0.009555,0,0,2,0,0.000000,0.000000,0.000000,0.000000,false,true,false,false,0.000000,0.000000,0.000000,3cbdc3b205051fc5,027c8fe4df75ed41,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: Dphi two-step + ToR approach never-stored A->C (RQM compose flagged separately),gemma-gguf,dist_C=0.0017 dist_B=0.0112 comp_dist=0.0000 rqm_direct_edge=false rqm_compose_pred=2 audit_train=false audit_rqm_compose=true audit_bank=false valid_unseen=true
E11_trainable_field_encoder,c59b9fe,921863,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),13,900,6,0,TrainableFieldEncoder,true,true,false,false,false,nearest_fp,STATIC_FIELD,0.692308,0.833333,0.750000,54.483159,54.483159,0.000000,0.692308,0.230769,0.857228,0,900,0,900,89.580833,86.376000,113.130000,113.130000,false,false,false,false,0.000000,0.000000,0.000000,150fa9222c8f6879,27ba0e2f3071f70a,gemma2-frozen-gguf,0.892176,0.034949,0.692308,0.888271,0.990830,PARTIAL: geometry improved but not all criteria,gemma-gguf,raw_margin=0.000 rand_margin=-0.005 pre_margin=-0.002 post_margin=0.857 raw_knn=0.308 rand_knn=0.231 knn=0.692 para=0.833 sil=0.888 stab=0.991 causal_delta=0.951 loss_end=2.2497 elapsed_ms=273 raw_intra=1.000 raw_inter=1.000
E12_crosslingual_concept,c59b9fe,921863,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,6,3,5,gemma_hidden_blockmean/TrainableFieldEncoder+contrastive,true,true,false,false,false,nearest_fp,STATIC_FIELD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,,,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,SKIPPED_NO_GGUF,none (SKIPPED_NO_GGUF),try_open falló: no se encontró Gemma 2; usa --model RUTA_GGUF o GEMMA2_GGUF
E13_relational_field,c59b9fe,921863,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),8,5,3,1,gemma_hidden/TrainableFieldEncoder+hier_proto+Dphi+R,true,true,true,false,true,nearest_fp,DYNAMIC_FIELD,0.800000,1.000000,0.666667,0.000000,52.100745,0.000000,0.800000,0.000000,-0.483982,0,16,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,8c5a75c072e71eea,7d0c3f590b9522c4,gemma2-frozen-gguf,0.000000,0.000000,1.000000,0.000000,0.000000,PASS: unseen>=0.66 y dynamic>=static>=table (RQM solo control),gemma-gguf,A_table seen=1.00 un=0.00; B_RQM seen=0.60 un=0.00; C_static seen=0.40 un=0.67; D_dynamic seen=0.80 un=1.00; comp_like=1.00; periphery=gguf-hidden; anti_leak_aguila_servivo=1; holdout=[lobo->animal:1;lobo->mamífero:1;águila->ser-vivo:1]; alpha=0.78; animal_ball=1; tax_ancestors=1
E14_incremental_forgetting,c59b9fe,921863,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,4,0,0,TrainableFieldEncoder,true,true,false,false,false,nearest_fp,STATIC_FIELD,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.032925,-0.000000,-0.002022,80ae92ce0b6eaaeb,462140bc88776a13,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: incremental recall retained; adversarial retain>=0.5,gemma-gguf,dR_A=0.033 dR_B=-0.000 dR_C=-0.002 final_acc=1.000 adv_retain_ABC=1.000 curve_A=Some([0.9616787530018774; 0.9993672421762679; 0.9987830312412241; 0.9946039153928422]) curve_B=Some([0.9999999999999988; 0.9994413270818527; 0.9999995376273079]) local_bias=1
E15_semantic_without_labels,c59b9fe,921863,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),6,6,2,0,factored_compose+manifold_Dphi/TrainableFieldEncoder,true,true,true,false,false,nearest_fp,DYNAMIC_FIELD,1.000000,0.600000,0.666667,3.201083,3.686145,0.485062,0.600000,0.000000,0.114032,0,0,0,0,0.000000,0.000000,0.000000,0.000000,false,false,false,false,0.000000,0.000000,0.000000,1b4d20386888cb9a,05d99ff2df3e1590,gemma2-frozen-gguf,0.000000,0.000000,0.666667,0.000000,-0.098196,PARTIAL: structural separation improving; margin/ranking aún cortos,gemma-gguf,E_ok=3.2011 E_bad=3.6861 d_man_ok=0.3085 d_man_bad=0.4225 stab_ok=0.6308 stab_bad=0.7290 structure=2/3 rank_acc=0.600 margin_E=0.4851 arch=factor_compose+Dphi_manifold
E16_field_dynamics,c59b9fe,921863,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),4,3,1,0,TrainableFieldEncoder,true,true,true,true,true,nearest_fp,DYNAMIC_FIELD,1.000000,1.000000,1.000000,68.272081,74.017985,0.000000,1.000000,1.000000,0.836755,0,400,3,0,0.000000,0.000000,0.000000,0.000000,false,true,true,false,0.000000,0.000000,0.000000,469333ca50bd7561,58e0f319c9a1f778,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: Dphi predicts transitions; rollout partial; RQM control separate,gemma-gguf,table_ok=true nn_next=B rqm_direct=1 rqm_compose=3 cdt_pred=1 cos_B=1.000 rollB=1.000 rollC=1.000 rollD=1.000 static_cosAB=0.150 causal_pre=0.163 audit_clean_for_AtoD_train=true
E17_never_observed_states,c59b9fe,921863,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),3,2,1,0,TrainableFieldEncoder,true,true,true,false,true,nearest_fp,DYNAMIC_FIELD,0.996420,1.000000,1.000000,0.000000,46.736026,0.000000,0.997960,0.990807,0.007153,0,0,2,0,0.000000,0.000000,0.000000,0.000000,false,true,false,false,0.000000,0.000000,0.000000,6d10c4d4d08db676,fb157eba7b645654,gemma2-frozen-gguf,0.000000,0.000000,0.000000,0.000000,0.000000,PASS: Dphi two-step + ToR approach never-stored A->C (RQM compose flagged separately),gemma-gguf,dist_C=0.0020 dist_B=0.0092 comp_dist=-0.0000 rqm_direct_edge=false rqm_compose_pred=2 audit_train=false audit_rqm_compose=true audit_bank=false valid_unseen=true
